ID,HOSPITALID,HOSPITALNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,PHONE
2254,2254,DEACTIVATED UH Minoff Urgent Care,3909 Orange Place ,Suite 2100,Orange Village,OH,44122,We apologize for the inconvenience.  Our new scheduling program starts 10/22.  Find us on our website or Solv.com
2255,2255,DEACTIVATED UH Concord Urgent Care,7500 Auburn Road ,Suite 1200,Concord,OH,44077,We apologize for the inconvenience.  Our new scheduling program starts 10/22. Find us on our website or Solv.com
2256,2256,DEACTIVATED UH Medina Urgent Care,4001 Carrick Drive ,Suite 120,Medina,OH,44256,We apologize for the inconvenience.  Our new scheduling program starts 10/22. Find us on our website or Solv.com
2257,2257,DEACTIVATED UH Mentor Urgent Care,9000 Mentor Avenue,Suite 101,Mentor,OH,44060,Visits cannot be scheduled online right now.
2258,2258,DEACTIVATED UH Westlake Urgent Care,960 Clague Road ,Suite 1100B,Westlake,OH,44145,We apologize for the inconvenience.  Our new scheduling program starts 10/22. Find us on our website or Solv.com
2259,2259,MedStat Sandbox Environment ,"1500 Provident Dr, Suite A",,Warsaw,IN,46580,574-372-7637
2260,2260,Urgent Care Parkrose,"1350 NE 122nd Ave, Suite 200",,Portland,OR,97230,503-408-7008
2261,2261,Urgent Care Rockwood,18750 SE Stark St,,Portland,OR,97233,503-666-6717
2262,2262,Urgent Care Sandy,17055 Ruben Lane,,Sandy,OR,97055,503-668-8002
2263,2263,Pediatrics on Demand,9939 Southwest Highway,,Oak Lawn,IL,60453,(708) 424-0900
2264,2264,Center for Spinal Surgery at Henry Ford Macomb and Center for Joint Replacement,Sample,,Sample,MI,48202,313-916-2600
2265,2265,Edgewood ,1220 Caroline Street,Suite A-230,Atlanta,GA,30307,(678) 710-3980
2266,2266,PrimeCare Urgent Care,2021 Market Place Blvd. ,,Cumming,GA,30041,770-292-9982
2267,2267,Urgent Care of Oconee,"2061 Experiment Station Rd, Suite 505",,Watkinsville,GA,30677,706-310-0324
2268,2268,PMG Immediate Care TEST,1234 Clockwise Road,,Happy Valley,OR,97015,888-888-8888
2269,2269,Southington,775 Queen Street,,Southington,CT,06489,860-771-1281
2270,2270,Integra Urgent Care - Weatherford,"116 E Interstate 20, Ste 155",,Weatherford,TX,76087,817-596-4313
2271,2271,Integra Urgent Care - Las Colinas,"7447 N MacArthur Blvd, Ste 190",,Irving,TX,75063,972-861-5200
2272,2272,Webster Ortho Now,3315 Broadway,,Oakland,CA,94611,833-WE-ORTHO
2273,2273,AFC Urgent Care - West Long Branch,214 Highway 36,,West Long Branch,NJ,07764,
2274,2274,Woburn,425 Washington St.,,Woburn,MA,01801,888-980-0303
2275,2275,Porter Square,1815 Massachusetts Ave.,,Cambridge,MA,02140,888-980-0303
2276,2276,MPG 13691 METRO LAB,"13691 Metro Pkwy, Ste. 110 ",,Fort Myers ,FL,33912,239-561-8033
2277,2277,DEACTIVATED Naples Walk-In Center ,400 8th St. N,,Naples ,FL,34102,Visits cannot be scheduled online right now.
2278,2278,,,,,,,
2279,2279,DEACTIVATED MPG METRO TRUONG,"13691 Metro Pkwy, Suite 420",,Fort Myers,FL,33912,Visits cannot be scheduled online right now.
2280,2280,DEACTIVATED PM Pediatrics of Annapolis,2301 Forest Drive,,Annapolis,MD,21401,
2281,2281,Valley Health Urgent Care - Rutherford,160 Merchant Street Suite 200 ,,Winchester,VA,22603,(540) 536-5950
2282,2282,DEACTIVATED South Hill Family Medicine Urgent Care,518 W. Atlantic Street,,South Hill,VA,23970,Visits cannot be scheduled online right now.
2283,2283,DEACTIVATED City Bay Urgent Care,2131 Irving St,,San Francisco ,CA,94122,Visits cannot be scheduled online right now.
2284,2284,AFC Urgent Care of Omaha,4004  N 132nd Street Suite 101,,Omaha,NE,68164,402-302-2273
2285,2285,Hwy 46/Oak Run, 1922 S. State Hwy 46,,New Braunfels,TX,78130,830-632-5092
2286,2286,Unity Point Clinic - Ingersoll Urgent Care,2103 Ingersoll ,,Des Moines,IA,50312,515-323-5680
2287,2287,UnityPoint Sunnybrook Urgent Care,5885 Sunnybrook Drive ,,Sioux City,IA,51106,(712) 266-2760
2288,2288,AppleCare Valdosta,3200-C North Ashley Street,,Valdosta,GA,31602,229-671-9100
2289,2289,AppleCare Savannah Mall,14089 Abercorn St,,Savannah,GA,31419,912-777-6161
2290,2290,AppleCare Pooler,110 Medical Park Drive,,Pooler,GA,31322,912-748-1515
2291,2291,AppleCare Warner Robins,151 S. Houston Lake Rd,Suite 190,Warner Robins,GA,31088,478-953-4171
2292,2292,UnityPoint Clinic - Family Medicine Walk-In,"800 Kenyon Road, Suite S",,Fort Dodge,IA,50501,515-574-8484
2293,2293,The Smile Lab,107 Summit at Fritz Farm,Suite 110,Lexington,KY,40517,859-300-6804
2294,2294,DEACTIVATED The Smile Shop,3401 Nicholasville Rd,Suite 303,Lexington,KY,40503,Visits cannot be scheduled online right now.
2295,2295,The Smile Lab- Not currently in use,105 Spruce Street,,Lexington,KY,40507,859-296-4846
2296,2296,Michigan Urgent Care – Grosse Pointe,20311 Mack Avenue,,Grosse Pointe Woods,MI,48236,313-499-6000
2297,2297,DEACTIVATED Bee Caves Urgent Care,11614 FM 2244 Suite 130,,Austin,TX,78738,Visits cannot be scheduled online right now.
2298,2298,Centers Urgent Care,6122G Fresh Pond Rd,,Middle Village,NY,11379,Visits cannot be scheduled online right now.
2299,2299,GVH Sellersville Outpatient Center,915 Lawn Ave.,,Sellersville,PA,18960,
2300,2300,DEACTIVATED Same Day Dental,10439 E US Hwy 36,,Avon,IN,46123,Visits cannot be scheduled online right now.
2301,2301,Same Day Dental,"7225 U.S. 31 South, Suite G",,Indianapolis,IN,46227,317-328-4439
2302,2302,DEACTIVATED MedNOW Urgent Care,503 S Aspen,,Broken Arrow,OK,74012,Visits cannot be scheduled online right now.
2303,2303,DEACTIVATED MedNOW Urgent Care,7127 S Olympia,,Tulsa,OK,74132,Visits cannot be scheduled online right now.
2304,2304,DEACTIVATED O'Fallon North,507 South Main Street,,O'Fallon,MO,63366,Visits cannot be scheduled online right now.
2305,2305,Northwestern Outpatient Lab,"133 Fairfield Street, Medical Office Building",,Saint Albans,VT,05446,Visits cannot be scheduled online right now.
2306,2306,Lakeshore Veterinary Specialists - Port Washington,207 W Seven Hills Rd,,Port Washington,WI,53074,262-268-7800
2307,2307,IHA Urgent Care Milan,870 E Arkona Rd Suite 105,, Milan,MI,48160,(734) 222-4150
2308,2308,Lab/Imaging Demo Template,384 Northyards Blvd #400,,Atlanta,GA,30313,800-729-1363
2309,2309,Scheduled Care DEMO,200 Renaissance Parkway NE,,Atlanta,GA,30308,Visits cannot be scheduled online right now.
2310,2310,"Emergency One, Kingston , NY","40 Hurley Ave, Ste 4",,Kingston,NY,12401,845-338-5600
2311,2311,"Emergency One, Hyde Park 2, NY","4274 Albany Post Rd, Ste 1",,Hyde Park,NY,12538,845-229-2602
2312,2312,"Emergency One, New Windsor, NY",306 Windsor Hwy,,New Windsor,NY,12553,845-787-1400
2313,2313,Urgent Care DEMO Template,1000 Main Street,,Atlanta,GA,30305,+1(404) 495-5206
2314,2314,Demo Template - Multiple Services,3423 Piedmont Road NE,,Atlanta,GA,30305,800-729-1363
2315,2315,Imperial Medical Group - After Hours Clinic,15625 Imperial Hwy,,La Mirada,CA,90638,(562) 902-3000
2316,2316,Adventist Health - Outpatient,1000 Main Street,,,,,412-555-5555
2317,2317,UnityPoint Health Nassif Community Cancer Center,202 Tenth Street,Suite 285,Cedar Rapids,IA,52403,555-555-5555
2318,2318,Wellness Suite 360,6 Earlin Ave.,Ste 290,Brown Mills,NJ,08015,(609) 559-0300
2319,2319,Immediate Care of OK,805 W. Covell Road,,Edmond,OK,73003,(888) 888-8888
2320,2320,St. Luke's Hospital Physicians Group,"232 S Woods Mill Road, STE 360",STE 360,Chesterfield,MO,63017,(555) 555-5555
2321,2321,Decatur County Memorial Hospital,955 N. Michigan Avenue,Suite 4,Greensburg,IN,47240,812.663.4331
2322,2322,Mid Coast Health Imaging,"123 Medical Center Drive, STE 360",STE 360,Brunswick,ME,04011,(888) 888-8888
2323,2323,East Alabama Medical Center ,2000 Pepperell Pkwy,,Opelika,AL,36801,(334) 749-3411
2324,2324,McLaren Health Care Emergency Department,One McLaren Parkway,STE 360,Grand Blanc,MI,48439,
2325,2325,ED Template,101 S. Phillips Ave,,Sioux Falls,SD,57104,404-323-3471
2326,2326,McLaren Greater Lansing - Emergency Services,401 West Greenlawn,,Lansing,MI,48910,(517) 975-6000
2327,2327,Benders Landing,4057 Riley Fuzzel Rd,Suite #1100 B,Spring,TX,77386,281-602-0450
2328,2328,DT FILTER SITE: Grosse Pointe Urgent Care,20311 Mack Avenue,,Grosse Pointe Woods,MI,48236,313-499-6000
2329,2329,ChoiceOne Rotunda,711 West 40th St.,,Baltimore,MD,21211,443-961-1221
2330,2330,ChoiceOne Forest Hill,"1528 Rock Spring Rd., Suite 100",,Forest Hill,MD,21050,443-619-7555
2331,2331,DEACTIVATED St. John Eastside Pediatrics &amp; Adult Urgent Care,21000 E. 12 Mile Rd.,Suite 105,St. Clair Shores,MI,48081,Visits cannot be scheduled online right now.
2332,2332,DEACTIVATED Wethersfield Occ Health,1025 Silas Deane Highway,,Wethersfield,CT,06109,Visits cannot be scheduled online right now.
2333,2333,DEACTIVATED MPG NAPLES VETERANS PK DR STE 101,1855 Veterans Park Dr Ste 101 ,,,,,Visits cannot be scheduled online right now.
2334,2334,DEACTIVATED MPG BROOKSVILLE CORTEZ,31075 Cortez Blvd,,Brooksville ,FL,34602,Visits cannot be scheduled online right now.
2335,2335,DEACTIVATED MPG FM 14350 METROPOLIS AVE,14350 Metropolis Ave. ,,Fort Myers  ,FL,34602,Visits cannot be scheduled online right now.
2336,2336,DEACTIVATED MPG FM 13691 METRO STE 130,"13691 Metro Parkway, Ste 130",,Fort Myers ,FL,33912,Visits cannot be scheduled online right now.
2337,2337,DEACTIVATED MPG FM Metro - Survey,"13691 Metro Parkway, Ste 110",,,,,Visits cannot be scheduled online right now.
2338,2338,DEACTIVATED MPG FM NEW HAMPSHIRE COURT,"15740 New Hampshire Court, Suite B",,,,,Visits cannot be scheduled online right now.
2339,2339,DEACTIVATED MPG FM Naples Veterans PK Ste. 101 - Survey,1855 Veterans Park Dr Ste 101 ,,,,,Visits cannot be scheduled online right now.
2340,2340,Charlotte Pediatric Clinic SouthPark,4501 Cameron Valley Parkway,,Charlotte ,NC,28211,704-367-7400
2341,2341,Henry Ford Lab - Fairlane,19401 Hubbard Drive,,Dearborn,MI,48126,313-982-8010
2342,2342,Marque Urgent Care - Grossmont,6136 Lake Murray Boulevard,,La Mesa,CA,91942,619-303-5500
2343,2343,Marque Urgent Care - Eastlake ,"2315 Otay Lakes Road, Ste. 306",,Chula Vista,CA,91914,619-946-4700
2344,2344,Marque Urgent Care - University Towne Center (UTC),4085 Governor Drive,,San Diego,CA,92122,858-888-7800
2345,2345,DEACTIVATED AFC Citrus Park ,6182 Gunn Hwy,,Tampa,FL,33625,Visits cannot be scheduled online right now.
2346,2346,Redlands Urgent Care,301 W. Redlands Blvd.,,Redlands,CA,92373,909-335-1900
2347,2347,Geisinger Holy Spirit Urgent Care Camp Hill,431 N. 21st St.,,Camp Hill,PA,17011,717-763-3730
2348,2348,Geisinger Holy Spirit Urgent Care Carlisle,1211 Forge Rd.,,Carlisle,PA,17013,717-218-3990
2349,2349,Doctors Care - Mauldin,793 East Butler Road,,Mauldin,SC,29662,(864)720-1442
2350,2350,DT Integrated Sandbox,3423 Piedmont Road NE,,Atlanta,GA,30305,800-729-1363
2351,2351,DEACTIVATED MPG NAPLES THOMASSON,"4525 Thomasson Dr. Naples, FL",suite 103,,,,Visits cannot be scheduled online right now.
2352,2352,Sandy's Sandbox,800-729-1363,,,,,
2353,2353,University of Arizona Cancer Center,3838 North Campbell Ave,,Tucson,AZ,85719,Visits cannot be scheduled online right now.
2354,2354,DEACTIVATED PM Pediatrics of West Hartford,1459A New Britain Ave ,,West Hartford,CT,06110,
2355,2355,DEACTIVATED PM Pediatrics of Rockville Centre,350 Sunrise Highway,,Rockville Center,NY,11570,
2356,2356,Eltingville,4316 Amboy Road,,Staten Island,NY,13012,929-282-4146
2357,2357,Northwell Health Labs at Lake Success: 1991 Marcus Avenue*,Patient Service Center,"1991 Marcus Ave, Suite M113",Lake Success,NY,11042,516-442-2838
2358,2358,Northwell Health Labs at Cedarhurst,Patient Service Center,674 Central Ave,Cedarhurst,NY,11516,516-881-7448
2359,2359,Northwell Health Labs at Bay Shore*,Patient Service Center,"180 East Main Street, 1st Floor",Bay Shore,NY,11706,631-206-1030
2360,2360,Sinai Urgent Care - Dallas ,18101 Preston Rd.,Suite 201 ,Dallas ,TX,75252,972-584-9554
2361,2361,Sinai Urgent Care - Murphy/ Plano East ,211 E Farm to Market Rd 544,Suite 401,Murphy,TX,75094,972-200-3199
2362,2362,STAT MED - Livermore,4465 First St,,Livermore,CA,94551,925-315-8828&nbsp;
2363,2363,St. Peter's Urgent Care - St. Mary's Campus,1300 Massachusetts Avenue,,Troy,NY,12180,518-268-5234
2364,2364,Healthmed Urgent Care - Atlantic City ,24s. South Carolina Avenue,,Atlantic City ,NJ,08401,609-345-8000
2365,2365,DEACTIVATED Healthmed Urgent Care - Northfield,200 Tilton Road,,Northfield,NJ,08225,Please ask the clinic to remove this link from it's website.
2366,2366,DEACTIVATED Healthmed Urgent Care - Eatontown,"142 Hwy 35, Suite 103",,Eatontown,NJ,07724,Please ask the clinic to remove this link from it's website.
2367,2367,DEACTIVATED Healthmed Urgent Care - Absecon,320 Ohio Avenue,,Absecon,NJ,08201,Visits cannot be scheduled online right now.
2368,2368,University of Illinois Occupational Health  ,835 S. Wolcott,Suite E - 144,Chicago,IL,60612,312-996-7420
2369,2369,Quality Urgent Care - 281,19422 US Hwy 281 N ,Ste. 106,San Antonio,TX,78258,210-455-9000
2370,2370,Quality Urgent Care - Schertz,6032 FM 3009,Ste 120,Schertz,TX,78154,210-878-4033
2371,2371,Quality Urgent Care - Potranco,318 W Loop 1604 N,,San Antonio,TX,78245,210-523-2273
2372,2372,Quality Urgent Care - Pleasanton,2106 W Oaklawn Rd,,Pleasanton,TX,78064,830-569-1950
2373,2373,Quality Urgent Care - Palo Alto,8526 IH 35 South,Ste 101,San Antonio,TX,78211,210-782-9495
2374,2374,AFC Urgent Care - Grand Rapids,1740 28th St. SE,,Grand Rapids,MI,49508,616-323-3999
2375,2375,Fremont Urgent Care Center,3161 Walnut Ave,#200,Fremont,CA,94538,510-796-1000
2376,2376,Ada ICC Urgent Care,7128 Fulton Street East,,Ada,MI,49301,616-825-3500
2377,2377,MPG Test Lab Location ,3423 Piedmont Road NE,,Atlanta,GA,30305,800-729-1363
2378,2378,DEACTIVATED VelocityCare - Blacksburg,215 Gilbert St.,,Blacksburg,VA,24060,Visits cannot be scheduled online right now.
2379,2379,DEACTIVATED Integrative Urgent Care,148 N Grand Ave,,Glendora,CA,91741,Visits cannot be scheduled online right now.
2380,2380,DEACTIVATED MPG ENG ENGLEWOOD,1885 Englewood Rd. ,,Englewood ,FL,34223,Visits cannot be scheduled online right now.
2381,2381,b2 MicroCare,1805 W Oak Street,Suite 3,Bozeman,MT,59718,406-414-4890
2382,2382,UPHS Family Med 249,1414 W. Fair Ave,STE 249,Marquette,MI,49855,Visits cannot be scheduled online right now.
2383,2383,AFC Bound Brook,601 W Union Ave,,Bound Brook,NJ,08805,(732) 469-3627
2384,2384,UPHS RHC Trenary,E2995 State Hwy M-67,,Trenary,MI,49891,Visits cannot be scheduled online right now.
2385,2385,UPHS FM Clinic Pathways,200 W Spring St.,,Marquette,MI,49855,Visits cannot be scheduled online right now.
2386,2386,UPHS Family Med OB Clinic Manistique,7870 W US Hwy 2,,Manistique,MI,49854,Visits cannot be scheduled online right now.
2387,2387,UPHS Family Med OB Clinic Newberry,502 W Harrie St,,Newberry,MI,49868,Visits cannot be scheduled online right now.
2388,2388,UPHS Family Med Mqt,1414 W Fair Ave.,STE 36,Marquette,MI,49855,Visits cannot be scheduled online right now.
2389,2389,UPHS Family Med Lakewood,5089 US 41 South,,Marquette,MI,49855,Visits cannot be scheduled online right now.
2390,2390,UPHS Family Med Neg,405 US 41 East,,Negaunee,MI,49866,Visits cannot be scheduled online right now.
2391,2391,UPHS Family Med Doctors Park,710 S Lincoln Rd,STE 100,Escanaba,MI,49829,Visits cannot be scheduled online right now.
2392,2392,UPHS KINGSFORD,800 East Blvd,,Kingsford,MI,49802,Visits cannot be scheduled online right now.
2393,2393,UPHS GLADSTONE,2002 Minneapolis Ave,,Gladstone,MI,49837,Visits cannot be scheduled online right now.
2394,2394,UPHS SAULT STE MARIE,510 Ashmun Street,,Sault Ste Marie,MI,49783,Visits cannot be scheduled online right now.
2395,2395,DEACTIVATED Your Doc's In - Pocomoke,1511 Ocean Highway,,Pocomoke ,MD,21851,Visits cannot be scheduled online right now.
2396,2396,DEACTIVATED Your Doc's In - Ocean City,12385 Ocean Gateway,,Ocean City,MD,21842,Visits cannot be scheduled online right now.
2397,2397,Sandbox - Baptist Primary Care,11261 San Jose Boulevard S,,Jacksonville,FL,32223,Visits cannot be scheduled online right now.
2398,2398,Morehead - Urgent Care,1426 East Morehead Street,,Charlotte,NC,28204,704-446-6090
2399,2399,Banner Urgent Care -Hwy 34 &amp; Denver ,2555 E 13th St Ste 110 ,,Loveland,CO,80537,970-820-4264
2400,2400,Banner Urgent Care - 20th St &amp; 35th Ave,2015 35th Ave,,Greeley,CO,80634,970-810-4155
2401,2401,DEACTIVATED MPG FM NEW BRITTANY BLVD,12545 New Brittany Blvd ,,Fort Myers ,FL,33907,Visits cannot be scheduled online right now.
2402,2402,Mat-Su Urgent Care – Palmer,209 W Evergreen ,,Palmer,AK,99645,907-861-1400
2403,2403,Norco Urgent Care,1295 Hamner Ave. ,Suite C,Norco,CA,92860,951-272-6500
2404,2404,AFC High Point,1231 Eastchester Dr. 120,,High Point,NC,27265,(336) 884-4050
2405,2405,Hackensack Meridian Health Urgent Care - Monroe,215 Applegarth Road,,Monroe,NJ,08831,732-263-7922
2406,2406,CommunityCare Kistler Clinic ,175 S. Wilkes-Barre Blvd.,,Wilkes-Barre,PA,18702,We’re sorry! Currently no online slots are available. Walk-ins only until closing time today.  Please visit mycareworks.com for normal business hours or to find another clinic near you.
2407,2407,Geisinger Central Registration - Bloomsburg,3423 Piedmont Road NE,,Atlanta,GA,30305,800-729-1363
2408,2408,ExpressCare of Middle River,1470 Martins Blvd,,Middle River,MD,21220,410-686-4084
2409,2409,ExpressCare of Hampstead,2327 Hanover Pike,,Hampstead,MD,21074,443-507-6035
2410,2410,ExpressCare of Severna Park,153 Ritchie Highway,,Severna Park,MD,21146,410-544-5571
2411,2411,ExpressCare of Northeast,101 North East Plaza,,North East,MD,21901,410-656-7867
2412,2412,Doctors Care - Clements Ferry,1951 Clements Ferry Rd,,Charleston,SC,29492,843-990-5260
2413,2413,Advanced Medical Care Center,3130 W. Caldwell Ave.,,Visalia,CA,93277,559-635-7800
2414,2414,Hackensack Meridian Health Urgent Care Sandbox,2125 Route 88 East,,Brick ,NJ,08724,732-892-4640
2415,2415,DEACTIVATED Sandy's Sandbox,554 North Ave NW,,Atlanta,GA,30318,Schedule your appointment now
2416,2416,Premier Health Urgent Care - Springboro,752 N Main Street,,Springboro,OH,45066,937-208-6865
2417,2417,Premier Health Urgent Care - Miamisburg,8 Prestige Plaza,,Miamisburg,OH,45342,937-208-6871
2418,2418,Hackensack Meridian Health Urgent Care - Piscataway,1080 Stelton Road,,Piscataway,NJ,08854,848-230-6802
2419,2419,Prevea Altoona Health Center,3119 Woodman Drive,,Altoona,WI,54720,715-717-6700
2420,2420,Prevea Shawano Health Center,1300 East Green Bay St,,Shawano,WI,54166,715-201-0870
2421,2421, Sparrow Michigan Avenue Urgent Care,1120 E. Michigan Avenue,Suite A,Lansing,MI,48912,517.364.9790
2422,2422,CC INTERNAL MEDICINE,4546 Hwy 87 South,,Sanford,NC,27332,919-499-5151
2423,2423,CC SANDHILLS BROADWAY,101 Church Street,,Broadway,NC,27505,Visits cannot be scheduled online right now.
2424,2424,CC SANDHILLS SANFORD,1125 Carthage Street,,Sanford,NC,27330,Visits cannot be scheduled online right now.
2425,2425,CC COMMUNITY SANFORD,2412 Wilkins Drive,,Sanford,NC,27330,Visits cannot be scheduled online right now.
2426,2426,CC COMMUNITY EAST ST,855 East Street,,Pittsboro,NC,27330,Visits cannot be scheduled online right now.
2427,2427,CC FAMILY CARE,1911 K.M. Wicker Memorial Drive,,Sanford,NC,27330,Visits cannot be scheduled online right now.
2428,2428,CC CARDIOLOGY WICKER,709 Wicker Street,Suite A,Sanford,NC,27330,Visits cannot be scheduled online right now.
2429,2429,CC GENERAL SURGERY WICKER,709 Wicker Street,Suite B,Sanford,NC,27330,Visits cannot be scheduled online right now.
2430,2430,CC CARDIOLOGY EAST ST,855 East Street,,Pittsboro,NC,27312,Visits cannot be scheduled online right now.
2431,2431,CC GENERAL SURGERY OP,1135 Carthage Street,,Sanford,NC,27332,Visits cannot be scheduled online right now.
2432,2432,CC GENERAL SURGERY CARTHAGE,1139 Carthage Street,,Sanford,NC,27330,Visits cannot be scheduled online right now.
2433,2433,CC CARDIOLOGY IP,1135 Carthage Street,,Sanford,NC,27330,Visits cannot be scheduled online right now.
2434,2434,CC INTERNAL MEDICINE ASSOC,1139 Carthage Street,Suite 110-A,Sanford,NC,27330,Visits cannot be scheduled online right now.
2435,2435,CC UROLOGY CARTHAGE OFC,1139 Wicker Street,Suite 110-B,Sanford,NC,27330,Visits cannot be scheduled online right now.
2436,2436,CC UROLOGY EAST ST,855 East Street,,Pittsboro,NC,27312,Visits cannot be scheduled online right now.
2437,2437,CC UROLOGY WICKER ST,709 Wicker Street,Suite B,Sanford,NC,27330,Visits cannot be scheduled online right now.
